file,source_url,author,license,date_added,modifications,ai_tool,ai_plan
assets/items/wooden-torch.glb,https://quaternius.com/packs/survival.html,Quaternius,CC0-1.0,2026-09-25,"Converted from the pack's WoodenTorch FBX; not wired into the game yet, staged for whenever a torch or lantern-carrying mechanic exists. Same alpha/normals fix as axe.glb, then Meshopt-compressed with gltf-transform",,
assets/items/shovel.glb,https://quaternius.com/packs/survival.html,Quaternius,CC0-1.0,2026-09-25,"Converted from the pack's Shovel FBX; not wired into the game yet, staged for whenever a digging mechanic uses it. Same alpha/normals fix as axe.glb, then Meshopt-compressed with gltf-transform",,
assets/items/rod.glb,https://quaternius.com/packs/cutefish.html,Quaternius,CC0-1.0,2026-09-25,"Converted from the pack's FishingRod_Lvl1 FBX (the pack has five tiers; this game has no rod-upgrade concept, so just the base one). Same alpha/normals fix as axe.glb, then Meshopt-compressed with gltf-transform",,
assets/fish/golden-carp.glb,https://quaternius.com/packs/cutefish.html,Quaternius,CC0-1.0,2026-09-25,"Stand-in for the game's golden carp (the pack has no carp specifically); converted from the pack's Goldfish FBX, its Main/Fins materials brightened toward a more vivid gold and made shinier - the raw export reads as a muted brown-orange, not the prized look a rare catch should have. Same alpha/normals fix as axe.glb, then Meshopt-compressed with gltf-transform. Not drawn anywhere in the game yet: no fish, caught or otherwise, has a 3D presence currently",,
assets/critters/fox.glb,https://quaternius.com/packs/ultimateanimatedanimals.html,Quaternius,CC0-1.0,2026-09-25,"Converted from the pack's rigged, animated Fox glTF; this client has no skeletal-animation playback yet, so the Idle action's first frame (a natural, all-four-paws-down stance) was baked into the mesh via Blender's Armature modifier and the armature dropped, exported as a plain static model, then Meshopt-compressed with gltf-transform. The pack's other eleven animals and their shared animation set came along in the same download but aren't used",,
assets/characters/knight.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-25,"First of the pack's six characters, converted whole (mesh and skeleton kept intact, unlike fox.glb) to prove out real skeletal-animation playback; four actions - Idle_A, Walking_A, Running_A and Jump_Idle - copied in from the pack's separate Rig_Medium animation bundles onto Knight's own armature via NLA strips before export, since they share identical bone names. Meshopt-compressed with gltf-transform. The other five characters, the rest of both animation bundles, and about 67 separate weapon/prop models from the same pack are not brought in yet",,
assets/characters/barbarian.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-26,"Second of the pack's six characters, converted the same way as knight.glb: mesh and Rig_Medium armature kept whole, the same four Rig_Medium actions merged in via NLA strips, a stray Icosphere placeholder object dropped, Meshopt-compressed with gltf-transform",,
assets/characters/mage.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-26,"Third of the pack's six characters, converted the same way as knight.glb. Same fix and treatment as barbarian.glb",,
assets/characters/ranger.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-26,"Fourth of the pack's six characters, converted the same way as knight.glb. Same fix and treatment as barbarian.glb",,
assets/characters/rogue.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-26,"Fifth of the pack's six characters, converted the same way as knight.glb. Same fix and treatment as barbarian.glb",,
assets/characters/rogueHooded.glb,https://kaylousberg.itch.io/kaykit-adventurers,Kay Lousberg,CC0-1.0,2026-09-26,"Last of the pack's six characters, converted the same way as knight.glb. Same fix and treatment as barbarian.glb; the source pack ships this variant with no texture of its own, reusing rogue.glb's own",,
